Thambikottai,2011,,Action,R. Ammu Ramesh,N/A,N/A,Tamil,India,N/A,3.4
Aadu Puli,2011,,Action,N/A,N/A,"Aadhi, Prabhu",Tamil,India,N/A,4.3
Seedan,2011,,Family,Subramaniam Siva,N/A,"Dhanush, Ananya, Unni Mukundan, Vivek",Tamil,India,N/A,3.2
Singam Puli,2011,,Action,Sai Ramani,N/A,"Jiiva, Ramya, Honey Rose, Santhanam",Tamil,India,N/A,4.6
Muthukku Muthaaga,2011,,Drama,Rasu Madhuravan,Rasu Madhuravan,"Ilavarasu, Saranya Ponvannan, Nataraja Subramanian, Prakash",Tamil,India,N/A,7.4
Kullanari Koottam,2011,,Drama,Sribalaji,N/A,Vishnu Vishal,Tamil,India,N/A,6.5
Sattapadi Kutram,2011,,Action,S.A. Chandrashekhar,N/A,"T.P. Gajendran, Muktha George, Harish Kalyan, Livingston",Tamil,India,N/A,6.6
Appavi,2011,,"Action, Crime",Raghuraj,Raghuraj,"K. Bhagyaraj, Goutham, Manobala, Soori",Tamil,India,N/A,N/A
Nanjupuram,2011,,"Fantasy, Thriller",Charles,Charles,"Raaghav Ranganathan, Mounika, Anuya Bhagwat, Thambi Ramaiah",Tamil,India,N/A,4.8
Mappillai,2011,,Action,Suraj,N/A,"Dhanush, Hansika Motwani, Manisha Koirala, Vivek",Tamil,India,1 win & 2 nominations.,2.8
Ko,2011,,"Action, Thriller",K.V. Anand,"K.V. Anand (story and screenplay), A.N. Balakrishnan (dialogue), A.N. Balakrishnan (story and screenplay), D. Suresh (dialogue), D. Suresh (story and screenplay)","Jiiva, Ajmal Ameer, Karthika Nair, Piaa Bajpai",Tamil,India,4 wins & 10 nominations.,7.8
Vikadakavi,2011,,Comedy,G. Krishnan,N/A,"Amala Paul, Irshadh, Vrichika Kanth, Pechi",Tamil,India,N/A,N/A
Vaanam,2011,,"Action, Crime, Drama",Krish Jagarlamudi,"S. Gnanagiri, Krish Jagarlamudi","T.R. Silambarasan, Bharath Srinivasan, Anushka Shetty, Jasmine Bhasin",Tamil,India,1 win & 1 nomination.,7.2
Engeyum Kadhal,2011,,Romance,Prabhu Deva,N/A,"Jayam Ravi, Hansika Motwani, Suman, Raju Sundaram",Tamil,India,3 nominations.,4.9
Kandaen,2011,,"Comedy, Romance",A.C. Mughil,A.C. Mughil,"Shantanu Bhagyaraj, Rashmi Gautam, Nimmi, Santhanam",Tamil,India,N/A,4.2
Eththan,2011,,"Comedy, Drama, Romance",N/A,N/A,"Vimal, V. Jayaprakash, Singampuli, Amarasigamani",Tamil,India,N/A,5.2
Aanmai Thavarael,2011,,"Crime, Thriller",Kuzhandai Velapan,Kuzhanthai Velappan (story),"Dhruva, Subbu Panchu, Sampath Raj, Shruti",Tamil,India,N/A,7
Anbirkku Alavillai,2011,,"Family, Romance",N/A,Jim Sanjay,N/A,N/A,India,N/A,N/A
Shanthi Appuram Nithya,2011,,Drama,Murali Vishwa,N/A,Archana Sharma,Tamil,India,N/A,N/A
Avan Ivan,2011,,"Comedy, Drama",Bala,"Bala, Meghana Karthik (subtitles)","Vishal, Arya, G.M. Kumar, Janani Iyer",Tamil,India,1 nomination.,6.2
Pillaiyar Theru Kadaisi Veedu,2011,,"Drama, Romance",Thirumala Kishore,N/A,"Sanchita Padukone, Jithan Ramesh",Tamil,India,N/A,4.4
Udhayan,2011,,Romance,Chaplin,N/A,"Arulnidhi, Pranitha, Sugunthan",Tamil,India,N/A,4.2
Venghai,2011,,"Action, Drama",Hari,N/A,"Dhanush, Tamannaah Bhatia, Raj Kiran, Prakash Raj",Tamil,India,N/A,4.6
Deiva Thirumagal,2011,,"Drama, Family, Musical",Vijay,Vijay,"Vikram, Anushka Shetty, Amala Paul, Nassar",Tamil,India,4 wins & 10 nominations.,8.2
Kanchana: Muni 2,2011,,"Comedy, Horror",Lawrence Raghavendra,Lawrence Raghavendra,"Lawrence Raghavendra, Sarath Kumar, Kovai Sarala, Devadarshini Chetan",Tamil,India,1 win.,6.6
Karungali,2011,,Drama,M. Kalanjiyam,M. Kalanjiyam,"Alex, Anjali, Ashmitha, M. Kalanjiyam",Tamil,India,N/A,N/A
Markandeyan,2011,,N/A,Fefsi Vijayan,Fefsi Vijayan,"M.S. Bhaskar, Savika Chaiyadej, Periya Karupputhevar, Nivedhitha",Tamil,India,N/A,N/A
Veppam,2011,,"Action, Thriller","Anjana, Anjana Ali Khan",Anjana Ali Khan,"Nani, Karthik Kumar, Bindhu Madhavi, Nithya Menon",Tamil,India,3 nominations.,4.6
Scooby-Doo! Legend of the Phantosaur,2011,,"Animation, Comedy, Family, Mystery",Ethan Spaulding,Doug Langdale,"Frank Welker, Mindy Cohn, Grey Griffin, Matthew Lillard",English,USA,2 nominations.,6.8
Potta Potti,2011,,"Comedy, Romance",Yuvaraj Dhayalan,Yuvaraj Dhayalan,"Avathar Ganesh, Harini, Mayilsamy, Sadagoppan Ramesh",Tamil,India,2 nominations.,N/A
Rowthiram,2011,,"Action, Drama, Romance",Gokul,Gokul,"Jiiva, Shriya Saran, V. Jayaprakash, Sathyan",Tamil,India,N/A,4.7
Uyarthiru 420,2011,,"Action, Drama",S. Premnath,S. Premnath,"Akshaya, Bosskey, R. Chandrasekar, Deepak Dinkar",Tamil,India,N/A,N/A
Mudhal Idam,2011,,"Comedy, Romance",R. Kumaran,R. Kumaran,"Appukutty, Keerthi Chawla, Ilavarasu, Kalairani",Tamil,India,N/A,N/A
Vengayam,2011,,N/A,Sankagiri Rajkumar,N/A,"Alexander, Pavina, Nagesh Salwan, Sathyaraj",Tamil,India,N/A,N/A
Puli Vesham,2011,,Action,P. Vasu,P. Vasu,"M.S. Bhaskar, Ilavarasu, Lollu Sabha Jeeva, Karthik",Tamil,India,N/A,N/A
Yuvan Yuvathi,2011,,Romance,Kumaravelan,N/A,"Madhan Bob, Devadarshini Chetan, T.P. Gajendran, Hemalatha",Tamil,India,N/A,2.4
Mankatha,2011,,"Action, Crime, Thriller",Venkat Prabhu,Venkat Prabhu,"Ajith Kumar, Arjun Sarja, Trisha Krishnan, Premgi Amaren",Tamil,India,7 nominations.,7.6
Kasethan Kadavulada,2011,,Comedy,Thirumalai,Thirumalai,"Fathima Babu, Babylona, Charan, Delhi Ganesh",Tamil,India,N/A,N/A
Vanthaan Vendraan,2011,,"Action, Comedy, Romance",R. Kannan,"R. Kannan, Pattukottai Prabhakar","Jiiva, Tapsee Pannu, Nandha, Santhanam",Tamil,India,N/A,3.8
Aayiram Vilakku,2011,,Action,Hosimin,N/A,"Shantanu Bhagyaraj, Delhi Ganesh, Kamal Kamaraju, 'Ganja' Karuppu",Tamil,India,N/A,N/A
Aduthathu,2011,,N/A,Thakkali Srinivasan,Nassar,Sriman,Tamil,India,N/A,N/A
Muran,2011,,"Action, Thriller",Rajan Madhav,Rajan Madhav,"Prasanna, Cheran, Haripriya, Nikita Thukral",Tamil,India,2 nominations.,6.4
Vaagai Sooda Vaa,2011,,"Comedy, Drama, Romance",A. Sarkunam,A. Sarkunam,"Vimal, Iniya, Bhagyaraj, Ponvannan",Tamil,India,4 wins & 7 nominations.,8
Vedi,2011,,"Action, Thriller","Prabhu Deva, Prabhu Deva",Shiva,"Sophiya Chaudhary, Poonam Kaur, Cell Murugan, Uma Pathmanabhan","Tamil, Hindi",India,N/A,3.6
Vellore Maavattam,2011,,Action,R.N.R. Manohar,R.N.R. Manohar,"Shamna Kasim, G.M. Kumar, Mayilsamy, Nandha","Tamil, Hindi",India,N/A,6.2
Raa Raa,2011,,"Comedy, Romance",Sandilya,Sandilya,"Suzane George, Meera Krishna, Adithya Menon, Ponvannan",Tamil,India,N/A,N/A
Velayudham,2011,,"Action, Adventure",Mohan Raja,"A.N. Balakrishnan (dialogue), Mohan Raja, D. Suresh (dialogue)","Joseph Vijay, Genelia D'Souza, Hansika Motwani, Saranya Mohan",Tamil,India,1 nomination.,6.4
Thambi Vettothi Sundaram,2011,,N/A,V.C. Vadivudaiyan,"Pa. Raghavan, V.C. Vadivudaiyan","Anjali, Karan, 'Ganja' Karuppu, Saravanan",Tamil,India,N/A,N/A
Vithagan,2011,,Action,N/A,N/A,N/A,Tamil,India,N/A,N/A
Mayakkam Enna,2011,,"Drama, Romance",K. Selvaraghavan,K. Selvaraghavan,"Dhanush, Richa Gangopadhyay, Sunder Ramu, Mathivanan Rajendran",Tamil,India,3 wins & 9 nominations.,7.6
Paalai,2011,,"Drama, History",Senthamizhan,Senthamizhan,"Sunil, Shammu, Ilaiyaraja",Tamil,India,N/A,5.7
Poraali,2011,,"Action, Drama, Thriller",Samuthirakani,Samuthirakani,"Sandra Amy, Gnanasambandam, Allari Naresh, Swathi Reddy",Tamil,India,N/A,6.4
Mambattiyan,2011,,"Action, Crime, Drama",B. Thyagarajan,B. Thyagarajan,"Prashanth, Meera Jasmine, Mumait Khan, Prakash Raj",Tamil,India,N/A,3.8
Uchithanai Muharnthaal,2011,,Drama,Pugazendhi Thangaraj,Tamilaruvi Manian,"Aishwarya, Lavanya, Nasser, Neenika",N/A,India,N/A,N/A
Mouna Guru,2011,,"Action, Thriller",Santha Kumar,Santha Kumar,"Arulnidhi, Iniya, John Vijay, Uma Riyaz Khan",Tamil,India,3 nominations.,7.6
Rajapattai,2011,,"Action, Comedy",Suseenthiran,"Bhaskar Sakthi (dialogue), Suseenthiran (screenplay), Seenu Vasan (story)","Vikram, Deeksha Seth, K. Viswanath, Pradeep Singh Rawat",Tamil,India,N/A,3.1
Maharaja,2011,,N/A,Manoharan,N/A,"Anjali, Karunas, Nassar, Saranya Ponvannan",Tamil,India,N/A,N/A
Nanban,2012,,"Comedy, Drama",S. Shankar,"Rajkumar Hirani (screenplay), Abhijat Joshi (screenplay), Madhan Karky (dialogue), S. Shankar (dialogue)","Joseph Vijay, Jiiva, Srikanth, Ileana D'Cruz","Tamil, Telugu",India,5 nominations.,7.5
Vettai,2012,,Action,N. Linguswamy,"N. Linguswamy, Brindha Sarathy","Arya, Madhavan, Sameera Reddy, Amala Paul",Tamil,India,1 win & 2 nominations.,6
Marina,2012,,"Comedy, Drama",Pandiraj,Pandiraj,"Pakoda Pandi, Gautham Purushoth, Siva Karthikeyan, Oviya",Tamil,India,1 nomination.,5.7
Sengathu Bhoomiyilae,2012,,Family,M. Rathnakumar,M. Rathnakumar,"Priyanka Nair, Pavan, Mirchi Senthil",Tamil,India,N/A,N/A
Dhoni,2012,,"Drama, Family",Prakash Raj,T.J. Gnanavel (dialogue),"Prakash Raj, Akash Puri, Radhika Apte, Nassar","Tamil, Telugu",India,2 nominations.,6.7
Ambuli,2012,,"Action, Drama, Sci-Fi","Haresh Narayan, K. Hari Shankar","K. Hari Shankar, Haresh Narayan","Gokulnath, Parthiban, Srijith P.S., Ajai R.",Tamil,India,N/A,5.1
Kadhalil Sodhappuvadhu Yeppadi,2012,,"Comedy, Romance",Balaji Mohan,Balaji Mohan,"Siddharth, Amala Paul, Suresh, Ravi Raghavendra","Tamil, Telugu, Malayalam",India,3 nominations.,7.3
Muppozhudhum Un Karpanaigal,2012,,"Action, Romance, Thriller",Elred Kumar,Elred Kumar,"Atharvaa Murali, Amala Paul, Anupama Kumar, Santhanam",Tamil,India,N/A,4.9
Aravaan,2012,,"Action, Adventure, Drama, Thriller",Vasanthabalan,Vasanthabalan,"Aadhi, Pasupathy, Dhansika, Archana Kavi",Tamil,India,1 win & 1 nomination.,6.9
Kazhugu,2012,,"Comedy, Thriller",Sathyasiva,Sathyasiva,"Krishna Sekhar, Bindhu Madhavi, Karunas, Thambi Ramaiah",Tamil,India,N/A,6.2
Vinmeengal,2012,,Drama,Vignesh Menon,Vignesh Menon,"Anuja Iyer, Pandiarajan, Rahul Ravindran, Shikha",Tamil,India,N/A,N/A
Kadhal Pisase,2012,,N/A,Aravindhan,N/A,"Anitha Reddy, Aravindhan, Mithuna, Santhanam",Tamil,India,N/A,N/A
3,2012,,"Drama, Mystery, Romance, Thriller",Aishwarya Dhanush,Aishwarya Dhanush,"Dhanush, Shruti Haasan, Prabhu, Bhanupriya","Tamil, Telugu",India,7 wins & 11 nominations.,7.2
Mudhalvar Mahatma,2012,,Fantasy,A. Balakrishnan,A. Balakrishnan,"S. Kanagaraj, Anupam Kher",Tamil,India,N/A,N/A
Oru Kal Oru Kannadi,2012,,"Comedy, Romance",M. Rajesh,M. Rajesh,"Udhayanidhi Stalin, Hansika Motwani, Santhanam, Jangiri Madhumitha",Tamil,India,3 wins & 5 nominations.,6.2
Mattuthavani,2012,,Drama,Pavithran,Pavithran,"Meenakshi, Menaka, Ponnambalam, Ramkiran",Tamil,India,N/A,N/A
Leelai,2012,,"Comedy, Romance",Andrew Louis,Andrew Louis,"Shiv Pandit, Manasi Parekh, Santhanam, Suhasini Raju",Tamil,India,1 nomination.,6.5
Vazhakku Enn 18/9,2012,,"Crime, Drama, Thriller",Balaji Sakthivel,"Balaji Sakthivel, Balaji Sakthivel","Sri, Mithun Murali, Urmila Mahanta, Manisha Yadav",Tamil,"India, Sri Lanka",8 wins & 3 nominations.,8.3
Kalakalappu,2012,,Comedy,Sundar C.,Cable Sankar,"Vimal, Shiva, Anjali, Oviya",Tamil,India,N/A,6.9
Ishtam,2012,,"Comedy, Romance",Prem Nizaar,Sampath Nandi,"Vimal, Nisha Agarwal, Santhanam, Parvathi Nirban",Tamil,India,N/A,3
Manam Kothi Paravai,2012,,"Comedy, Romance",Ezhil,Ezhil,"Aathmiya, S. Ravi Mariya, Singampuli, Sivakarthikeyan",Tamil,India,N/A,N/A
Murattu Kaalai,2012,,Drama,K. Selva Bharathy,"K. Selva Bharathy, Sp. Muthuraman","Sundar C., Meenal, Sneha, Devan Sreenivasan",Tamil,N/A,N/A,N/A
Saguni,2012,,"Action, Comedy, Drama",N. Shankar Dayal,N. Shankar Dayal,"Karthi, Pranitha, Santhanam, Prakash Raj",Tamil,India,N/A,4.3
Pechiyakka Marumagan,2012,,N/A,N/A,N/A,"Suzane George, Thambi Ramayya",Tamil,India,N/A,N/A
Mirattal,2012,,"Action, Comedy, Romance",R. Madhesh,"R. Madhesh, Rinu Vytla","Vinay, Sharmiela Mandre, Prabhu, Bagla",Tamil,India,N/A,5.7
Adhisaya Ulagam,2012,,"Adventure, Sci-Fi",Shakthi Scott,"Shakthi Scott (story), A. Indrakumar (dialogue)","Livingston, Sreelakshmy N. Nair, Mannan Prithiv Raj, Anandha Kannan",Tamil,India,N/A,N/A
Attakathi,2012,,"Comedy, Romance",Pa. Ranjith,Pa. Ranjith,"Dinesh, Nandita Shwetha, Aishwarya Rajesh, Shalini",Tamil,India,1 win & 1 nomination.,7.2
Naan,2012,,"Crime, Drama, Thriller",Jeeva Shankar,Jeeva Shankar,"Vijay Antony, Siddarth Venugopal, Rupa Manjari, Anuya Bhagwat",Tamil,India,3 nominations.,7.5
Etho Seithai Ennai,2012,,Family,N/A,N/A,"Anand, Anand Babu, Illavarasu, Liyashree",Tamil,India,N/A,N/A
Pandi Oliperukki Nilayam,2012,,"Comedy, Romance",Rasu Madhuravan,Rasu Madhuravan,"K. Selva Bharathy, Vatsan Chakravarthy, Devaraj, Karunas",Tamil,India,N/A,N/A
18 Vayasu,2012,,Thriller,Panneerselvam,N/A,"Gayathrie, Jhonny, Rohini, S. Sathyendra",Tamil,India,N/A,5.6
Mugamoodi,2012,,"Action, Adventure",Mysskin,Mysskin,"Jiiva, Narain, Nassar, Pooja Hegde","Tamil, Telugu",India,2 nominations.,4.9
Mannaru,2012,,Comedy,Jai Shankar,N/A,"Appukutty, Swathi, Thambi Ramayya",Tamil,India,N/A,5.6
Paagan,2012,,Comedy,Mohammed Aslam,Mohammed Aslam,"Imman Annachi, Janani Iyer, Pandi, Kovai Sarala",Tamil,India,N/A,N/A
Sundarapandian,2012,,"Comedy, Drama, Family",S. Prabhakaran,N/A,"M. Sasikumar, Lakshmi Menon, Vijay Sethupathi, Appukutty",Tamil,India,3 wins & 5 nominations.,6.9
Chaarulatha,2012,,"Horror, Thriller",Pon Kumaran,N/A,"Priyamani, Skanda, Saranya Ponvannan, Seetha","Kannada, Tamil, Telugu, Malayalam",India,1 win.,5.4
Saattai,2012,,"Drama, Family",Anbazhagan,N/A,"Samuthirakani, Thambi Ramaiah, Yuvan, Mahima",Tamil,India,1 nomination.,7.2
Thaandavam,2012,,"Action, Thriller","A.L. Vijay, A.L. Vijay","Nigel Genis (scene), Mike Parish, A.L. Vijay","Vikram, Jagapathi Babu, Anushka Shetty, Amy Jackson","Tamil, Telugu, Hindi",India,2 wins & 6 nominations.,6.1
Maattrraan,2012,,"Action, Sci-Fi, Thriller",K.V. Anand,"K.V. Anand (story and screenplay), A.N. Balakrishnan (dialogue), A.N. Balakrishnan (story and screenplay), D. Suresh (dialogue), D. Suresh (story and screenplay)","Suriya, Kajal Aggarwal, Sachin Khedekar, Thara","Tamil, Telugu, Russian",India,1 win & 7 nominations.,5.9
Pizza,2012,,"Horror, Thriller",Karthik Subbaraj,N/A,"Vijay Sethupathi, Ramya Nambeeshan, Aadukalam Naren, Karunakaran",Tamil,India,2 wins & 3 nominations.,8
Thiruthani,2012,,"Action, Family",Perarasu,Perarasu,"Bharath Srinivasan, Sunaina, Raj Kiran, R. Pandiaraajan",Tamil,India,N/A,1.7
Aarohanam,2012,,"Drama, Family",Lakshmi Ramakrishnan,"Lakshmi Ramakrishnan (story), Lakshmi Ramakrishnan","Viji Chandrashekhar, G. Marimuthu, Laju Nanwani",Tamil,India,1 nomination.,6.7
Chakravarthy Thirumagan,2012,,N/A,Purushothaman,N/A,N/A,Tamil,India,N/A,N/A
Mayilu,2012,,Family,Jeevan,N/A,"Shammu, Shri",Tamil,India,N/A,N/A
Vavval Pasanga,2012,,Action,Suresh,N/A,"Rahul, Utthara Unni",Tamil,India,N/A,N/A
Ajantha,2012,,Musical,Kathaga Thirumavalavan,N/A,"Aniyappan, Harisree Asokan, Ponnamma Babu, Salim Kumar",Malayalam,India,N/A,N/A
Ammavin Kaipesi,2012,,Drama,Thangar Batchan,N/A,"Shantanu Bhagyaraj, Iniya, Thangar Bachan",Tamil,India,N/A,5.2
Podaa Podi,2012,,"Comedy, Romance",Vignesh Shivan,N/A,"T.R. Silambarasan, Varalaxmi Sarathkumar, Shobana, Vtv Ganesh",Tamil,India,2 nominations.,5.4
Thuppakki,2012,,"Action, Thriller",A.R. Murugadoss,"A.R. Murugadoss (dialogue), A.R. Murugadoss (screenplay), A.R. Murugadoss (story)","Joseph Vijay, Kajal Aggarwal, Vidyut Jammwal, Sathyan",Tamil,India,12 wins & 16 nominations.,7.9
Kai,2012,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Naduvula Konjam Pakkatha Kaanom,2012,,"Comedy, Drama",Balaji Tharaneetharan,Balaji Tharaneetharan,"Vijay Sethupathi, Gayathrie, Bagavathi Perumal, Rajkumar",Tamil,India,3 nominations.,8.2
Kumki,2012,,Drama,Prabu Solomon,Prabu Solomon,"Vikram Prabhu, Lakshmi Menon, Thambi Ramayya, Ashwin Raja",Tamil,India,6 wins & 11 nominations.,7.1
Neethaane En Ponvasantham,2012,,Romance,Gautham Menon,"Reshma Ghatala (screenplay and dialogue), Reshma Ghatala (story), Gautham Menon (screenplay and dialogue)","Jiiva, Samantha Ruth Prabhu, Santhanam, Vettri",Tamil,India,2 wins & 6 nominations.,6.5
Kozhi koovuthu,2012,,Drama,Ranjith,N/A,"Jyothilakshmi, Ashok Kumar, Narein, Sija Rose",Tamil,India,N/A,7
Kalla Thuppakki,2013,,N/A,Logiyas,N/A,"Kutty Anand, Sampath Ram",Tamil,India,N/A,N/A
Nimidangal,2013,,Thriller,Geetha Krishna,N/A,"Bianca Desai, Atul Kulkarni, Shashank, Baby Shivani",Tamil,India,N/A,N/A
Alex Pandian,2013,,Action,Suraj,Suraj,"Karthi, Anushka Shetty, Santhanam, Nikita Thukral","Tamil, Telugu",India,N/A,2.2
Kanna Laddu Thinna Aasaiya,2013,,Comedy,K.S. Manikandan,"K.S. Manikandan, K.S. Manikandan, Santhanam","Santhanam, Powerstar Srinivasan, Sethu, Vishakha Singh",Tamil,India,2 nominations.,5.4
Samar,2013,,"Action, Adventure, Thriller",Thiru,Thiru,"Vishal, Trisha Krishnan, Sunaina, Manoj Bajpayee",Tamil,India,N/A,5.5
Puthagam,2013,,N/A,Vijay Adhiraj,"Vijay Adhiraj, Guhan Sreenivasan (dialogue)","Jagapathi Babu, Sanjay Bharathi, Santhana Bharathi, Delhi Ganesh",Tamil,India,N/A,4.8
Vijayanagaram,2013,,N/A,Tanveer,N/A,"Hasini, Sivan",Tamil,India,N/A,N/A
Kadal,2013,,"Drama, Romance",Mani Ratnam,"Jayamohan, Mani Ratnam","Arjun, Arvind Swamy, Gautham Karthik, Thulasi Nair",Tamil,India,7 wins & 9 nominations.,5.5
David,2013,,"Action, Crime, Drama, Romance, Thriller",Bejoy Nambiar,"Abhijeet Shirish Deshpande (dialogue & lyrics), Bejoy Nambiar (screenplay), Bejoy Nambiar (story and dialogue), Natasha Sahgal (screenplay), Tariq Naved Siddiqui (additional dialogue writer)","Vikram, Neil Nitin Mukesh, Vinay Virmani, Tabu","Tamil, Hindi",India,N/A,6.2
Vishwaroopam,2013,,"Action, Thriller",Kamal Haasan,"H. Banerjee (Subtitles), Kamal Haasan, Atul Tiwari (dialogue), Atul Tiwari (hindi dialogue)","Kamal Haasan, Rahul Bose, Shekhar Kapur, Pooja Kumar","Tamil, Hindi, Telugu, Arabic, Pushto",India,7 wins & 11 nominations.,8.2
Nesam Nesapaduthe,2013,,N/A,Rajasuriyan,N/A,"Arasi, Vendhan",Tamil,India,N/A,N/A
Sillunu Oru Sandhippu,2013,,Romance,Ravi Lallin,N/A,"Charu Haasan, Manobala, Oviya, Brinda Parekh",Tamil,India,N/A,4.8
Haridas,2013,,"Drama, Sport, Thriller",Kumaravelan,"Kumaravelan, Venkatesan (story)","Kishore Kumar G., Sneha, Prithviraj Das, Soori",Tamil,India,6 nominations.,7.1
Paatti,2013,,Family,Rameshkumar Natarajan,Rameshkumar Natarajan,"Naveen, Rangammal",Tamil,India,N/A,N/A
Chuda Chuda,2013,,"Crime, Mystery, Thriller",Ithayan Selvakumaran,Ithayan,Nalan,Tamil,India,N/A,4.7
Vellachi,2013,,N/A,Velu Viswanath,Velu Viswanath,'Ganja' Karuppu,Tamil,India,N/A,N/A
Mathil Mel Poonai,2013,,N/A,Barani Jayapal,Barani Jayapal,"Gnanasambandam, Meera Krishna, Vibha Natarajan, Thambi Ramaiah",Tamil,India,N/A,3.2
Onbadhule Guru,2013,,Comedy,P.T. Selvakumar,N/A,"Vinay, Aravind Akash, Premgi Amaren, Sathyan",Tamil,India,N/A,2.1
Sundaattam,2013,,N/A,Brahma G. Dev,Brahma G. Dev,"Arundhathi, Irfan, Madhu, Naren",Tamil,India,N/A,N/A
Karuppampatti,2013,,N/A,Tha Prabhu Raja Cholan,Tha Prabhu Raja Cholan,"Ajmal Ameer, Archana, Aparna Bajpai, M.S. Bhaskar",Tamil,India,N/A,N/A
Chennaiyil Oru Naal,2013,,Thriller,Shahid Khader,N/A,"Sarath Kumar, Cheran, Prakash Raj, Prasanna",Tamil,India,1 nomination.,6.5
Kedi Billa Killadi Ranga,2013,,"Comedy, Romance",Pandiraj,Pandiraj,"Vimal, Sivakarthikeyan, Bindhu Madhavi, Regina Cassandra",Tamil,India,N/A,5.5
The 4 Soldiers,2013,,"Action, Drama, Sci-Fi, War",Robert Morin,"Hubert Mingarelli (novel), Robert Morin (screenplay)","Camille Mongeau, Christian de la Cortina, Antoine Bertrand, Aliocha Schneider",French,Canada,1 win & 2 nominations.,5.7
Settai,2013,,"Comedy, Crime",R. Kannan,John Mahendran,"Arya, Hansika Motwani, Anjali, Santhanam","Tamil, Telugu",India,N/A,4.4
Gouravam,2013,,Drama,Radha Mohan,Radha Mohan (screenplay),"Yami Gautam, Nasser, Prakash Raj, Allu Sirish",Tamil,India,N/A,4.6
Udhayam NH4,2013,,"Action, Thriller",M.S. Manimaran,Vetrimaaran,"Siddharth, Kay Kay Menon, Ashrita Shetty, Avinash",Tamil,India,3 nominations.,5.8
Naan Rajavaga Pogiren,2013,,"Action, Drama, Thriller",Prithvi Rajkumar,Vetrimaaran,"Nakhul, Chandini, Avani Modi, Manivannan",Tamil,India,N/A,5.6
Yaaruda Mahesh,2013,,"Comedy, Drama, Romance",R. Madhan Kumar,N/A,"Dimple Chopda, Jagan, Sundeep Kishan, Livingston",Tamil,India,N/A,5.8
Ethir Neechal,2013,,"Comedy, Romance, Sport",R.S. Durai Senthilkumar,R.S. Durai Senthilkumar,"Siva Karthikeyan, Priya Anand, Nandita Shwetha, Sharath Lohitashwa",Tamil,India,3 wins & 4 nominations.,6.8
Soodhu Kavvum,2013,,"Comedy, Crime, Thriller",Nalan Kumarasamy,"Srinivas Kavinayam, Srinivasa Kavineyam, Srinivasa Kavineyam, Nalan Kumarasamy, Nalan Kumarasamy","Vijay Sethupathi, Sanchita Shetty, Radha Ravi, M.S. Bhaskar",Tamil,India,2 wins & 4 nominations.,8.3
"Nagaraja Cholan MA, MLA.",2013,,"Comedy, Drama",Manivannan,N/A,"Anshiba, Varsha Ashwathi, M.S. Bhaskar, Jagan",Tamil,India,N/A,4.2
Neram,2013,,"Action, Drama, Romance, Thriller",Alphonse Puthren,"Alphonse Puthren (story), Alphonse Puthren, Alphonse Puthren, Alphonse Puthren.M","Nivin Pauly, Nazriya Nazim, Lalu Alex, Bobby Simha","Malayalam, Tamil",India,2 wins & 3 nominations.,7.5
Masani,2013,,N/A,K. Padmaraja,N/A,"Akhil, Ramki",Tamil,India,N/A,N/A
Kutti Puli,2013,,"Action, Thriller","M. Muthaiah, G. Bhoopathy Pandian",M. Muthaiah,"M. Sasikumar, Lakshmi Menon, Saranya Ponvannan, Ramaprabha",Tamil,India,1 nomination.,4.6
Theeya Velai Seiyyanum Kumaru,2013,,Comedy,Sundar C.,"Sundar C., Prabhu Das (screenplay), Karunakaran (screenplay), Srinivas Kavinayam (screenplay), Nalan Kumarasamy (screenplay), Venkat (dialogue)","Siddharth, Hansika Motwani, Brahmanandam, Santhanam","Tamil, Telugu",India,3 nominations.,6.1
Thillu Mullu,2013,,Comedy,Badri,Badri (screenplay),"Shiva, Prakash Raj, Isha Talwar, Kovai Sarala",Tamil,India,N/A,4.2
Annakodi,2013,,N/A,Bharathiraja,Bharathiraja,"Manoj Bharatiraaja, Meenal, Karthika Nair, Lakshman Narayan",Tamil,India,N/A,4
Thulli Vilayadu,2013,,N/A,Vincent Selva,N/A,"Deepthi Nambiar, Prakash Raj",Tamil,India,N/A,N/A
Title,2013,,"Short, Drama",Jon Meyer,Michael Andrew Scott,"Jon Meyer, Rachel Meyer, Chelsea Lynne Myers, Michael Andrew Scott",English,USA,N/A,N/A
Maryan,2013,,"Adventure, Drama, Romance, Thriller",Ganapathy Bharat,"Ganapathy Bharat (screenplay), Ganapathy Bharat (story), Ganapathy Bharat, R.N. Joe D'Cruz (dialogue), Sriram Rajan, Sriram Rajan (screenplay)","Dhanush, Parvathy Thiruvothu, Salim Kumar, Appukutty",Tamil,"India, Namibia",5 wins & 13 nominations.,7.1
Pattathu Yaanai,2013,,Action,Boopathy Pandian,Boopathy Pandian,"Murli Sharma, Aishwarya Arjun, Yogi Babu, Santhanam","Tamil, Hindi",India,N/A,3.6
Sonna Puriyathu,2013,,Romance,Krishnan Jayaraj,"K. Chandru, Saravana Pandian (dialogue)","Vasundhara Kashyap, Blade Shankar, Shiva",Tamil,India,N/A,5.3
Ainthu Ainthu Ainthu,2013,,Action,Sasi,"Aravind, Sasi, Suresh","Bharath Srinivasan, Mirthika, Chandini Sreedharan, Erica Fernandes",Tamil,India,N/A,5.6
