Aadhalal Kadhal Seiveer,2013,,Romance,Suseenthiran,"Leninbharati (story), Suseenthiran","Santhosh Ramesh, Manisha Yadav, Poornima Jayaram, V. Jayaprakash",Tamil,India,N/A,7.3
Thalaivaa,2013,,"Action, Drama, Thriller","A.L. Vijay, A.L. Vijay",A.L. Vijay,"Joseph Vijay, Amala Paul, Santhanam, Sathyaraj","Tamil, Telugu",India,1 win & 3 nominations.,6.1
Desingu Raja,2013,,Comedy,Ezhil,Ezhil,"Vimal, Bindhu Madhavi, Soori, Singampuli",Tamil,India,N/A,4.7
Ponmaalai Pozhudhu,2013,,Romance,Durai,Durai,"Aadhav Kannadasan, Gayathrie, Kishore Kumar G., Anupama Kumar",Tamil,India,N/A,4.5
Summa Nachunu Irukku,2013,,N/A,A. Venkatesh,"Erode Mahesh (dialogue), A. Venkatesh","Appukutty, Thaman Kumar, Erode Mahesh, Venniradai Moorthy",Tamil,India,N/A,N/A
Suvadugal,2013,,N/A,J. Bala,N/A,J. Bala,Tamil,India,N/A,N/A
Varuthapadatha Valibar Sangam,2013,,"Comedy, Romance",Ponram,"Ponram (story and screen play), M. Rajesh (dialogue)","Sivakarthikeyan, Sathyaraj, Sri Divya, Soori",Tamil,India,2 wins & 5 nominations.,6.7
Mathapoo,2013,,Drama,Thinandorum Nagaraj,Nagaraj,"Gayathrie, Geetha",Tamil,India,N/A,N/A
Moodar Koodam,2013,,"Comedy, Drama, Musical, Thriller",Naveen,"Naveen (story), Naveen, Naveen","Naveen, Sendrayan, Rajaj, Kuberan",Tamil,India,3 nominations.,7.7
Unnodu Oru Naal,2013,,Thriller,"Durai.Karthikeyan, Karthikeyan",N/A,"Gibran Osman, Neelam Upadhyaya, Arjun Vijayaraghavan",Tamil,India,N/A,N/A
Fast & Furious 6,2013,,"Action, Adventure, Thriller",Justin Lin,"Chris Morgan, Gary Scott Thompson (characters)","Vin Diesel, Paul Walker, Dwayne Johnson, Jordana Brewster","English, Spanish, Russian, Japanese, Cantonese, Dutch","USA, Japan, Spain, UK",10 wins & 22 nominations.,7.1
Ya Ya,2013,,"Comedy, Drama",N/A,N/A,N/A,N/A,N/A,N/A,3.8
Raja Rani,2013,,"Comedy, Drama, Romance",Atlee Kumar,"Atlee Kumar, Atlee Kumar","Arya, Nayanthara, Jai, Nazriya Nazim",Tamil,India,2 wins & 7 nominations.,7.6
Idharkuthane Aasaipattai Balakumara,2013,,Comedy,Gokul,"Gokul, Madhan Karky (dialogue)","Vijay Sethupathi, Ashwin Kakumanu, Swathi Reddy, Nandita Shwetha",Tamil,India,N/A,7.2
Naiyaandi,2013,,"Comedy, Romance",A. Sarkunam,A. Sarkunam (screenplay),"Dhanush, Nazriya Nazim, Vamsi Krishna, Sathyan",Tamil,India,N/A,2.7
Vanakkam Chennai,2013,,"Comedy, Romance",Kiruthiga Udhayanidhi,N/A,"Shiva, Priya Anand, Santhanam, Rahul Ravindran",Tamil,India,4 nominations.,5.8
Chithirayil Nilachoru,2013,,Drama,R. Sundarajan,N/A,"Sara Arjun, K.P. Jagannath, Kalairani, 'Ganja' Karuppu",Tamil,India,1 nomination.,N/A
Nirnayam,2013,,Drama,S.S. Srisaravanan,N/A,"Regina Cassandra, Raana Vikram",Tamil,India,N/A,N/A
Nugam,2013,,Drama,Jeffy,N/A,"Iniya, Jeybala, 'Ganja' Karuppu, Crane Manohar",Tamil,India,N/A,N/A
Ragalaipuram,2013,,Drama,Mano,Mano,"M.S. Bhaskar, Delhi Ganesh, Karunas, Ken Karunas",Tamil,India,N/A,4.1
Sutta Kadhai,2013,,"Comedy, Crime",Subu,N/A,"Balaji, Venkatesh Harinathan, Lakshmi Priyaa Chandramouli, Nassar",Tamil,India,N/A,5.2
Arrambam,2013,,"Action, Drama, Mystery, Thriller",Vishnuvardhan,"A.N. Balakrishnan, D. Suresh","Ajith Kumar, Arya, Nayanthara, Taapsee Pannu",Tamil,India,2 wins & 6 nominations.,7.1
All in All Azhagu Raja,2013,,Comedy,M. Rajesh,M. Rajesh,"Karthi, Prabhu, Kajal Aggarwal, Santhanam",Tamil,India,N/A,2.8
Jannal Oram,2013,,"Comedy, Drama",Karu Pazhaniappan,Sugeeth,"Parthiban, Vimal, Vidharth, Shamna Kasim",Tamil,India,N/A,5
Naveena Saraswathi Sabatham,2013,,"Comedy, Fantasy",K. Chandru,K. Chandru,"Jai, Niveda Thomas, Ganesh, Sathyan",Tamil,India,N/A,4.5
Vidiyum Munn,2013,,Thriller,Balaji K. Kumar,"Balaji K. Kumar (dialogue), Balaji K. Kumar (screenplay), Balaji K. Kumar, Noah (dialogue), Mithran Saravanan (dialogue)","Pooja Umashankar, Malavika Manikuttan, Vinoth Kishan, Lakshmi Ramakrishnan",Tamil,India,1 win & 4 nominations.,7.3
Ego,2013,,Drama,Lisa James Larsson,Lisa James Larsson,"Martin Wallström, Mylaine Hedreul, Sissela Kyle, Peter Andersson",Swedish,Sweden,1 nomination.,6.2
Kalyana Samayal Saadham,2013,,"Comedy, Romance",Prasanna,Prasanna,"Prasanna, Lekha Washington, Delhi Ganesh, Uma Pathmanabhan",Tamil,India,2 nominations.,7.2
Thagaraaru,2013,,Action,Ganesh Vinayak,N/A,"Arulnidhi, V. Jayaprakash, Mayilsamy, Poorna",Tamil,India,N/A,5.1
Kolagalam,2013,,N/A,P.G. Surendiran,N/A,"'Ganja' Karuppu, Saranya Mohan",Tamil,India,N/A,N/A
Biriyani,2013,,"Action, Comedy, Thriller",Venkat Prabhu,"D.S. Kannan, Venkat Prabhu","Karthi, Hansika Motwani, Premgi Amaren, Ramki",Tamil,India,N/A,5.7
Endrendrum Punnagai,2013,,"Comedy, Romance",I. Ahmed,I. Ahmed,"Jiiva, Trisha Krishnan, Vinay Rai, Santhanam","Tamil, Telugu",India,1 win & 1 nomination.,6.7
Thalaimuraigal,2013,,N/A,Balu Mahendra,N/A,"Karthick, Balu Mahendra, M. Sasikumar, Vinodhini Vaidynathan",Tamil,India,1 win & 3 nominations.,7.8
Madha Yaanai Koottam,2013,,"Drama, Thriller",Vikram Sugumaran,N/A,"Kathir, Anju, Viji Chandrashekhar, V. Jayaprakash",Tamil,India,N/A,7.1
Vizha,2013,,Drama,Barathi Balakumaran,Barathi Balakumaran,"Pillaiyarpati Jayalakshmi, Kollangudi Karuppayi, Mahendran, Malavika Menon",Tamil,India,N/A,4
Jilla,2014,,"Action, Drama",R.T. Neason,R.T. Neason,"Mohanlal, Joseph Vijay, Kajal Aggarwal, Sampath Raj","Tamil, Malayalam",India,2 nominations.,6
Veeram,2014,,Action,Siva,"Bhoopathy Raja (story and screenplay), Bharathan (dialogue), Siva","Ajith Kumar, Tamannaah Bhatia, Vidharth, Bala","Tamil, Telugu",India,2 nominations.,6.5
Kalavaram,2014,,Action,S.D. Ramesh Selvan,N/A,"Tanikella Bharani, Sathyaraj",Tamil,India,N/A,N/A
Goli Soda,2014,,"Action, Drama",Vijay Milton,"Vijay Milton, Pandiraj (dialogue)","Kishore Kumar G., Sri Ram, Thamizh, Murugesh",Tamil,India,7 nominations.,7.7
Ner Ethir,2014,,N/A,M. Jayapradeep,N/A,"M.S. Bhaskar, Aishwarya Menon, Parthy, Richard Rishi",Tamil,India,N/A,7.4
Inga Enna Solluthu,2014,,Comedy,Vincent Selva,Ganesh,"Ganesh, Meera Jasmine, Santhanam, L. Srinath",Tamil,India,N/A,2.7
Ninaithathu Yaaro,2014,,Romance,Vikraman,N/A,"Rajith Menon, Nimisha Suresh, Karthik Yogi, Azhar",Tamil,India,N/A,6
Ninaivil Nindraval,2014,,Action,Agasthiya Bharathi,N/A,"Keerthi Chawla, Ashwin Shekhar",Tamil,India,N/A,N/A
Rummy,2014,,"Drama, Romance, Thriller","Balakrishnan, K. Balakrishnan","K. Balakrishnan (story & screenplay), K. Balakrishnan, Mona Palanisamy, Mona Palanisamy","Vijay Sethupathi, Prabhakar, Gayathrie, Aishwarya Rajesh",Tamil,India,1 nomination.,4.8
Pannaiyarum Padminiyum,2014,,"Comedy, Drama",S.U. Arun Kumar,S.U. Arun Kumar,"Vijay Sethupathi, V. Jayaprakash, Tulasi, Aishwarya Rajesh",Tamil,India,1 nomination.,7.8
Pulivaal,2014,,"Comedy, Thriller",G.Marimuthu,Sameer Thahir,"Prasanna, Vimal, Ananya, Iniya",Tamil,India,N/A,4.2
Vu,2014,,Comedy,Ashik H,Ashik H,Thambi Ramayya,Tamil,India,N/A,3.8
Chandra Kala,2014,,Drama,Sundar C.,N/A,N/A,Tamil,India,N/A,N/A
Idhu Kathirvelan Kadhal,2014,,"Comedy, Drama, Romance",S. Prabhakaran,S. Prabhakaran,"Udhayanidhi Stalin, Nayanthara, Chaya Singh, Santhanam",Tamil,India,N/A,4.6
Aaha Kalyanam,2014,,"Comedy, Romance",Gokul Krishna,"Habib Faisal (screenplay), Rajiv Rajaram (dialogue), Maneesh Sharma (story)","Nani, Vaani Kapoor, Badava Gopi, Karthik Nagarajan","Tamil, Telugu",India,N/A,5.9
Bramman,2014,,"Comedy, Drama",Socrates,Socrates,"M. Sasikumar, Lavanya Tripathi, Naveen Chandra, Santhanam",Tamil,India,N/A,3.9
Amara,2014,,Drama,M. Jeevan,M. Jeevan,"Amaran, 'Ganja' Karuppu, Livingston, Sampath Raj",Tamil,India,N/A,N/A
Panivizhum Malarvanam,2014,,Family,James David,N/A,Abhilash,Tamil,India,N/A,4.8
Thegidi,2014,,"Crime, Mystery, Thriller",P. Ramesh,P. Ramesh,"Ashok Selvan, Janani Iyer, V. Jayaprakash, Jayakumar",Tamil,India,2 nominations.,7.8
Vallinam,2014,,"Drama, Sport",Arivazhagan Venkatachalam,Arivazhagan Venkatachalam,"Nakhul, Mrudhula Basker, Amzath Khan, Jagan",Tamil,India,1 win.,6.9
Endrendrum,2014,,Thriller,Sinish Sreedharan,Sinish Sreedharan,"Bala, Theepatti Ganesan, Misha Ghoshal, Meera Krishna",Tamil,India,N/A,N/A
Nimirndhu Nil,2014,,"Action, Drama",Samuthirakani,Samuthirakani,"Jayam Ravi, Sarath Kumar, Amala Paul, Ragini Dwivedi",Tamil,India,N/A,5.8
Kadhal Solla Aasai,2014,,Family,Thamizh Seenu,N/A,Ashok,Tamil,India,N/A,N/A
Marumugam,2014,,N/A,Kamal Subramaniam,N/A,"Daniel Balaji, Bhanuchander, Uma Padmanabhan","Tamil, English",India,N/A,N/A
Oru Modhal Oru Kadhal,2014,,"Comedy, Romance",T.G. Keerthi Kumar,T.G. Keerthi Kumar,"Megha Burman, Meera Krishna, Pyramid Natarajan, Vivek Rajgopal",Tamil,India,N/A,7.5
Cuckoo,2014,,"Drama, Romance",Raju Murugan,Raju Murugan,"Dinesh, Malavika Nair, Elango, Somasundaram",Tamil,India,2 wins & 5 nominations.,7.8
Kerala Nattilam Pengaludane,2014,,"Comedy, Family, Romance",Kumaran S.S.,N/A,"Abhi, Abirami, Deekshita",Tamil,India,N/A,N/A
Virattu,2014,,Thriller,Kumar Taurani,Kumar Taurani,"Erica Fernandes, Sujiv",Tamil,India,N/A,N/A
Inam,2014,,"Drama, War",Santosh Sivan,"Sharanya Rajgopal (screenplay), Santosh Sivan, Shyam Sunder","Sugandha Garg, Star S Karan, Karunas, Saritha",Tamil,India,1 nomination.,6.9
Oru Oorla,2014,,Drama,K.S. Vasanthakumar,K.S. Vasanthakumar,"Indrajit, Neha Patil, Venkatesh",Tamil,India,N/A,N/A
Maan Karate,2014,,"Comedy, Drama",Thirukumaran,A.R. Murugadoss,"Sivakarthikeyan, Hansika Motwani, Soori, Vamsi Krishna",Tamil,India,3 nominations.,4.9
Oru Kanniyum Moonu Kalavaanikalum,2014,,"Comedy, Drama",Chimbudeven,N/A,"Arulnidhi, Bindhu Madhavi, Ashrita Shetty, Bagavathi Perumal",Tamil,India,N/A,6.1
Naan Sigappu Manithan,2014,,"Action, Drama, Thriller",Thiru,Thiru,"Vishal, Lakshmi Menon, Iniya, Saranya Ponvannan","Tamil, Telugu",India,1 nomination.,6.5
Idhuvum Kadandhu Pogum,2014,,"Short, Drama, Family","Anil Krishnan, Srihari Prabaharan",Srihari Prabaharan,"Shilpa Bhatt, Shivaji Dev, Berkin Johns, Ravi Raghavendra",Tamil,India,N/A,7.8
Damaal Dumeel,2014,,"Comedy, Thriller",Shree,N/A,"Vaibhav Reddy, Ramya Nambeeshan, Sayaji Shinde, Srinivasa Rao Kota",Tamil,India,N/A,5.3
Tenaliraman,2014,,"Comedy, History",Yuvaraj Dhayalan,Yuvaraj Dhayalan,"Vadivelu, Meenakshi Dixit, Radha Ravi, Manobala",Tamil,India,N/A,5.5
Thalaivan,2014,,Action,S.D. Ramesh Selvan,Mohammed Jaffer,"Bas, Santhanam",Tamil,India,N/A,N/A
Ennamo Nadakkudhu,2014,,"Action, Thriller",Rajapandi,Rajapandi,"Vijay Vasanth, Mahima Nambiar, Prabhu, Rahman",Tamil,India,N/A,6.1
Vaayai Moodi Pesavum,2014,,"Comedy, Drama, Romance",Balaji Mohan,"Bipin Chandran, Balaji Mohan, Balaji Mohan","Dulquer Salmaan, Nazriya Nazim, Madhoo, R. Pandiaraajan","Tamil, Malayalam",India,2 wins & 2 nominations.,6.7
Yennamo Yedho,2014,,"Comedy, Romance",N/A,Nandini Reddy,"Gautham Karthik, Rakul Preet Singh, Prabhu, Nikesha Patel",Tamil,India,N/A,4.4
Yaamirukka Bayamey,2014,,"Comedy, Horror",Deekay,Deekay,"Krishna Sekhar, Rupa Manjari, Karunakaran, Oviya",Tamil,India,1 nomination.,7.1
Angusam,2014,,Action,Manukannan,N/A,"Skanda, Jayati Guha, Charlie",Tamil,India,N/A,N/A
Vallavanukku Pullum Aayudham,2014,,Comedy,Srinath,"S.S. Kanchi, S.S. Rajamouli","Santhanam, Ashna Zaveri, Nagineedu, Mirchi Senthil",Tamil,India,N/A,4.8
Kochadaiiyaan,2014,,"Animation, Action",Soundarya R. Ashwin,K.S. Ravikumar,"Rajinikanth, Deepika Padukone, Sarath Kumar, Jackie Shroff","Tamil, Telugu, Hindi, Punjabi, Malayalam, Bhojpuri, English, Spanish, French, Japanese, Korean, Chinese",India,1 nomination.,6.4
Un Samayal Arayil,2014,,"Drama, Family, Romance",Prakash Raj,"Dileesh Nair, Syam Pushkaran","Prakash Raj, Sneha, Urvashi, Tejus",Tamil,India,N/A,6.2
Mundaasupatti,2014,,"Comedy, Drama, Romance",Ram Kumar,Ram Kumar,"Vishnu Vishal, Nandita Shwetha, Anand Raj, Kaali Venkat",Tamil,India,3 nominations.,7.6
Naan Than Bala,2014,,Drama,Kannan,N/A,"Vivek, Venkatraj, Swetha, Mayilsamy",Tamil,India,N/A,5
Vadacurry,2014,,"Comedy, Thriller",Saravana Rajan,Saravana Rajan,"Jai, Swathi Reddy, Kasthuri, Sunny Leone",Tamil,India,N/A,5.5
Netru Indru,2014,,"Action, Adventure, Comedy",Padmamagan,N/A,"Prasanna, Vimal, Richard Rishi, Bharani",Tamil,India,N/A,3.3
Sooraiyadal,2014,,N/A,Kannan Thamarakkulam,"Dinesh Pallath (story, screenplay)",Sree Balaji,Tamil,India,N/A,N/A
Vetri Selvan,2014,,Drama,Rudhran,Rudhran,"Ajmal Ameer, Radhika Apte, Mano, Sheriff",Tamil,India,N/A,5.1
Athithi,2014,,Thriller,Bharathan,N/A,"Nandha, Nikesh Ram, Ananya, Varsha Ashwathi",Tamil,India,N/A,6.5
What Is the Noise at This Time? (Enna Satham Indha Neram),2014,,"Drama, Family, Mystery",Guru Ramesh,N/A,"Aakrithi, Aapthi, Adhiti, Akshathi",Tamil,India,N/A,4.4
Saivam,2014,,"Drama, Family",Vijay,N/A,"Nasser, Kousalya, Ravi, Rajyalakshmi",Tamil,India,5 wins & 4 nominations.,6.7
Arima Nambi,2014,,"Action, Thriller",Anand Shankar,Anand Shankar,"Vikram Prabhu, Priya Anand, J.D. Chakravarthi, M.S. Bhaskar",Tamil,India,N/A,6.9
Nalanum Nandhiniyum,2014,,Romance,Venkatesan R.,Venkatesan R.,"Michael Thangadurai, Nandita, V. Jayaprakash, Azhagam Perumal",Tamil,India,N/A,4
Pappali,2014,,N/A,A. Govindamoorthy,N/A,"Ilavarasu, Jagan, Senthil Kumar, Ishaara Nair",Tamil,India,N/A,N/A
Ramanujan,2014,,"Biography, Drama, History",Gnana Rajasekaran,"Gnana Rajasekaran, Gnana Rajasekaran","Abhinay Vaddi, Suhasini, Kevin McGowan, Bhama","English, Tamil","India, UK",3 nominations.,7
Sooran,2014,,Drama,Balu Narayanan,N/A,"Karan, Anumol K. Manoharan",Tamil,India,N/A,N/A
Irukku Aana Illai,2014,,"Comedy, Drama, Horror",K.M. Saravanan,K.M. Saravanan,"Y.G. Mahendran, Vivanth",Tamil,India,N/A,N/A
Sathuranga Vettai,2014,,"Crime, Thriller",H. Vinoth,N/A,"Nataraja Subramanian, Ishara Nair, Ponvannan, Ilavarasu",Tamil,India,1 win & 2 nominations.,8
Velaiyilla Pattathari,2014,,"Action, Comedy, Drama",Velraj,Velraj,"Dhanush, Saranya Ponvannan, Amala Paul, Samuthirakani",Tamil,India,15 wins & 9 nominations.,7.8
Jigarthanda,2014,,"Action, Crime, Drama, Thriller",Karthik Subbaraj,"Karthik Subbaraj (story), Karthik Subbaraj, Karthik Subbaraj","Siddharth, Bobby Simha, Lakshmi Menon, Nassar",Tamil,India,4 wins & 6 nominations.,8.3
Sarabham,2014,,Mystery,Arun Mohan,Arun Mohan,"Naveen Chandra, Salony Luthra, Aadukalam Naren, Kadhal Kannan",Tamil,India,1 win.,7.1
Anjaan,2014,,"Action, Musical, Thriller","N. Linguswamy, Suresh(co-director)","N. Linguswamy (story and screenplay), Brindha Sarathy (dialogue), N. Linguswamy","Suriya, Samantha Ruth Prabhu, Vidyut Jammwal, Manoj Bajpayee","Tamil, Telugu, Hindi",India,3 nominations.,5
Kathai Thiraikathai Vasanam Iyakkam,2014,,Drama,Parthiban,Parthiban,"Thambi Ramayya, Santhosh, Vijay Ram, Dinesh",Tamil,India,4 nominations.,7
Snehavin Kadhalarkal,2014,,N/A,Muthuramalincoln,Muthuramalincoln,"Advaitha, Athif, Rathna Kumar, Thilak",Tamil,India,N/A,N/A
Aindhaam Thalaimurai Sidha Vaidhiya Sigamani,2014,,Comedy,L.G. Ravichandar,N/A,"Bharath Srinivasan, Nandita Shwetha, Karunakaran, Manobala",Tamil,India,N/A,4.5
Kabadam,2014,,"Mystery, Thriller",Jyothimurugan,N/A,"Angana Roy, Audhitya Singh, Sachin",Tamil,India,N/A,N/A
Irumbu Kuthirai,2014,,"Action, Drama",Yuvaraj Bose,N/A,"Atharvaa Murali, Priya Anand, Johnny Nguyen, Raai Laxmi",Tamil,India,N/A,4.3
Megha,2014,,"Romance, Thriller",Karthick Rishi,Karthick Rishi,"Ashwin Kakumanu, Srushti Dange, Angana Roy, V. Jayaprakash",Tamil,India,N/A,5.9
Salim,2014,,"Action, Thriller",N.V. Nirmal Kumar,N.V. Nirmal Kumar,"Vijay Antony, Aksha Pardasany, R.N.R. Manohar, P.V. Chandramouli",Tamil,India,N/A,6.8
Amara Kaaviyam,2014,,"Romance, Thriller",Jeeva Shankar,N/A,"Sathya, Mia George, Thambi Ramayya, Anant Nag",Tamil,India,N/A,7
Pattaya Kelappanum Pandiya,2014,,Comedy,S.P. Rajkumar,N/A,"Vidharth, Manisha Yadav",Tamil,India,N/A,N/A
Poriyaalan,2014,,N/A,Thanukumar,M.S. Manimaran,"Anandhi, Delhi Ganesh, Harish Kalyan, Achuta Kumar",Tamil,India,N/A,6.1
Burma,2014,,"Comedy, Crime",Dharani Dharan,Dharani Dharan,"Michael Thangadurai, Reshmi Menon, Atul Kulkarni, Sampath Raj",Tamil,India,N/A,6.6
Sigaram Thodu,2014,,"Action, Thriller",Gaurav Narayanan,Gaurav Narayanan,"Vikram Prabhu, Satyaraj, Monal Gajjar, Gaurav Narayanan",Tamil,India,N/A,6.4
Vanavarayan Vallavarayan,2014,,"Comedy, Drama",Rajamohan,Rajamohan,"Krishna Sekhar, Makapa Anand, Monal Gajjar, Niharika Kareer",Tamil,India,N/A,5.1
Aadama Jaichomada,2014,,Comedy,Badri,Shiva,"Karunakaran, Vijayalakshmi Agathiyan, Bobby Simha, Balaji",Tamil,India,N/A,5.7
Aal,2014,,Thriller,Ananda Krishnan,N/A,"Vidharth, Hardika Shetty",Tamil,India,N/A,5
Aranmanai,2014,,"Comedy, Horror",Sundar C.,"Sundar C., Udhayan","Sundar C., Vinay Rai, Santhanam, Hansika Motwani",Tamil,India,1 win & 2 nominations.,5.2
Rettai Vaalu,2014,,N/A,Desika,N/A,"Akhil, Saranya Nag, Benven Prabhakaran, Thambi Ramayya",Tamil,India,N/A,N/A
Jeeva,2014,,"Drama, Sport",Suseenthiran,"Santhosh (dialogue), Suseenthiran","Vishnu Vishal, Sri Divya, Soori, Lakshman Narayan",Tamil,India,4 nominations.,7.6
Madras,2014,,"Action, Drama",Pa. Ranjith,N/A,"Karthi, Catherine Tresa, Kalaiyarasan, Jayabalan",Tamil,India,9 wins & 15 nominations.,8
Theriyama Unna Kadhalichitten,2014,,N/A,K. Ramu,N/A,"Resna Pavithran, Vijay Vasanth",Tamil,India,N/A,N/A
Yaan,2014,,"Action, Thriller",Ravi K. Chandran,N/A,"Jiiva, Thulasi Nair, Nassar, Thambi Ramayya","Tamil, Hindi, Telugu",India,N/A,3.5
Gubeer,2014,,"Comedy, Drama",Thilip,Thilip,"Aadhi, Bower, Prabhu, Pratap",Tamil,India,N/A,6.5
Vennila Veedu,2014,,"Drama, Family",Vetri Mahalingam,"Iyndhukovilan, Vetri Mahalingam","Mirchi Senthil, Vijayalakshmi Agathiyan, Pandi, Dindugal Saravanan",Tamil,India,N/A,6.9
Kaththi,2014,,"Action, Drama",A.R. Murugadoss,"A.R. Murugadoss (dialogue), A.R. Murugadoss (screenplay), A.R. Murugadoss (story)","Joseph Vijay, Samantha Ruth Prabhu, Neil Nitin Mukesh, Tota Roy Chowdhury",Tamil,India,10 wins & 10 nominations.,7.9
Poojai,2014,,"Action, Drama",Hari,Hari,"Vishal, Shruti Haasan, Sathyaraj, Soori","Tamil, Telugu",India,N/A,5.1
Kalkandu,2014,,Comedy,A.M. Nandakumar,N/A,"Dimple Chopade, Gajesh",Tamil,India,N/A,N/A
Nerungi Vaa Muthamidathe,2014,,Drama,Lakshmi Ramakrishnan,Lakshmi Ramakrishnan,"Shabeer, Piaa Bajpai, Sruthi Hariharan, Viji Chandrashekhar",Tamil,India,N/A,6
Jaihind 2,2014,,Action,Arjun,"Arjun, G.K. Gopinath (dialogue)","Arjun, Surveen Chawla, Simran Kapoor, Rahul Dev","Tamil, Telugu, Kannada",India,2 nominations.,6.8
Oru Oorla Rendu Raja,2014,,"Comedy, Drama",R. Kannan,R. Kannan,"Vimal, Priya Anand, Soori, Nassar",Tamil,India,N/A,5.1
Gnana Kirukkan,2014,,Drama,Ilayadevan,N/A,"Jega, Archana Kavi",Tamil,India,N/A,N/A
Thirudan Police,2014,,"Action, Comedy, Drama, Romance",Caarthick Raju,Caarthick Raju,"Dinesh, Aishwarya Rajesh, Bala Saravanan, Nitin Sathya",Tamil,India,1 nomination.,5.8
Kaadu,2014,,"Drama, Family",Stalin Ramalingam,Stalin Ramalingam,"Vidharth, Samskruthy Shenoy, Samuthirakani, Thambi Ramayya",Tamil,India,N/A,6
Vanmam,2014,,"Action, Drama",Jai Krishna,Jai Krishna,"Vijay Sethupathi, Krishna Sekhar, Sunaina, Anjali Rao",Tamil,India,N/A,5.6
Vizhi Moodi Yosithaal,2014,,"Action, Sci-Fi, Thriller",K.G. Senthil Kumar,K.G. Senthil Kumar,"K.G. Senthil Kumar, Nikita",Tamil,India,N/A,8.5
Aaaah,2014,,"Adventure, Horror, Thriller","Haresh Narayan, K. Hari Shankar","K. Hari Shankar, Haresh Narayan","Gokulnath, Bobby Simha, Meghna, Bala Saravanan",Tamil,India,N/A,5.7
Kaaviya Thalaivan,2014,,"Drama, History, Music, Romance",Vasanthabalan,"Jayamohan, Vasanthabalan","Siddharth, Prithviraj Sukumaran, Vedika, Anaika Soti","Tamil, Malayalam",India,13 nominations.,7.6
Azhagiya Pandipuram,2014,,N/A,N. Rayan,N. Rayan,"Fathima Babu, M.S. Bhaskar, Devadarshini Chetan, Anjena Kirti",Tamil,India,N/A,N/A
Ra,2014,,"Fantasy, Thriller",Prabu Yuvaraj,"Ashraf, Prabu Yuvaraj","Ashraf, Gita Babu, Aditi Chengappa, Jp Jay",Tamil,India,N/A,5.4
Lingaa,2014,,"Action, Comedy, Drama",K.S. Ravikumar,"Pon Kumaran, K.S. Ravikumar","Rajinikanth, Anushka Shetty, Sonakshi Sinha, Jagapathi Babu",Tamil,India,1 win & 1 nomination.,5.6
Pisasu,2014,,Horror,Myshkin,"Myshkin, Tamizhachi Thangapandian","Naga, Prayaga Martin, Radha Ravi, Raj Kumar",Tamil,India,1 nomination.,7.6
Sutrula,2014,,N/A,V. Rajesh Alfred,V. Rajesh Alfred,"Sandra Amy, Ankitha, Mithun, Prajin",Tamil,India,N/A,N/A
Kappal,2014,,"Comedy, Romance",Karthik G. Krish,Karthik G. Krish,"Vaibhav Reddy, Sonam Bajwa, Karunakaran, Ganesh",Tamil,India,N/A,6
Kayal,2014,,Romance,Prabu Solomon,Prabu Solomon,"Chandran, Anandhi, Vincent, Gemini Rajeshwari",Tamil,India,1 win & 3 nominations.,6.6
Vellaikaara Durai,2014,,"Comedy, Romance",Ezhil,Ezhil,"Vikram Prabhu, Sri Divya, Soori, John Vijay",Tamil,India,N/A,4
I,2015,,"Action, Drama, Thriller",S. Shankar,"A.N. Balakrishnan (dialogue), Swanand Kirkire (hindi dialogue), S. Shankar (story and screenplay), D. Suresh (dialogue)","Vikram, Amy Jackson, Suresh Gopi, Upen Patel",Tamil,India,6 wins & 7 nominations.,7.3
Aambala,2015,,"Action, Comedy",Sundar C.,"Sundar C. (screenplay), Venkat Raghavan (dialogue), S.B. Ramadas (story), Udhayan","Vishal, Hansika Motwani, Prabhu, Vaibhav Reddy",Tamil,India,N/A,4.4
Darling,2015,,"Horror, Thriller",Mickey Keating,Mickey Keating,"Lauren Ashley Carter, Sean Young, Brian Morvant, Larry Fessenden",English,USA,1 nomination.,5.5
Thottal Thodarum,2015,,"Romance, Thriller",Cable Sankar,Cable Sankar,"Arundhathi, Vincent Ashokan, Thaman Kumar, Soodhu Kavvum Sivakumar",Tamil,India,N/A,4.4
Dharani,2015,,N/A,Guhan Sambandham,Guhan Sambhandham,"Aari, Sandra Amy, Jayakumar, Ajay Krishna",Tamil,India,N/A,4.7
Isai,2015,,"Musical, Romance, Thriller",Surya S.J.,Surya S.J.,"Surya S.J., Sathyaraj, Sulagna Panigrahi, Thambi Ramayya",Tamil,India,N/A,6.4
Killadi,2015,,"Action, Thriller",A. Venkatesh,Pattu Kottai Prabhakar,"Bharath Srinivasan, Meera Chopra, Vivek, Roja",Tamil,India,N/A,3.8
Pulan Visaranai 2,2015,,Thriller,R.K. Selvamani,"Liquat Ali Khan, R.K. Selvamani","Prashanth, Karthika, Ashwini, Mansoor Ali Khan",Tamil,India,N/A,7.1
Touring Talkies,2015,,"Drama, Romance",S.A. Chandrashekhar,S.A. Chandrashekhar,"S.A. Chandrashekhar, Papri Ghosh, Abhi Saravanan, Sunulakshmi",Tamil,India,N/A,3.2
Yennai Arindhaal,2015,,"Action, Thriller",Gautham Menon,"Thiagarajan Kumararaja, Gautham Menon, Shridhar Raghavan","Ajith Kumar, Arun Vijay, Trisha Krishnan, Anushka Shetty","Tamil, Telugu",India,1 win & 6 nominations.,7.3
