id,shortForm,staff,subjectName,url,year
705,CPP,N.Sivasankari,Object Oriented Programming in C++,https://drive.google.com/open?id=1e73pDUlTa9lFKTFJ1dVnSdJKcJqgxWF5,2017
707,CGT,Dr.K.V.Vijayashree,Combinatorics and Graph Theory,https://drive.google.com/open?id=1H4SepMVbvnrPaXk-YylMBXq38KPZTgGn,2017
710,CA,V.Kanakasabapathi,Computer Architecture,https://drive.google.com/open?id=1imCxy9QLv5WtxU2khiaOR-ZOw4-PN_X1,2017
711,CA,V.Kanakasabapathi,Computer Architecture,https://drive.google.com/open?id=1X-3FO7QdYh3b-KdamY3SWjmXDwObFI0W,2017
713,JAVA,K.Kamalakannan,Java and Internet Programming,https://drive.google.com/open?id=10MjVrwNqgoCcvg6bRBmr0HJisQFX5l6c,2017
714,JAVA,K.Kamalakannan,Java and Internet Programming,https://drive.google.com/open?id=1Unjxmr-MbWF9ZU6eCymMdz5C-d81eZBk,2017
716,OS,A.S.Aneetha,Operating Systems,https://drive.google.com/open?id=1tLsGB1wHGxKkigW7-NkDmvahCDFN7FAb,2017
719,TOC,Dr.K.Sanka,Theory of Computation,https://drive.google.com/open?id=1XK7r8UOLx1tANQXDztgFek0rSyXUjG8e,2017
720,TOC,Dr.K.Sanka,Theory of Computation,https://drive.google.com/open?id=1GXY1LhJimSQ_UjxWS-K1s8GwK0Gj7kyW,2017
722,CRYPTO,R.Logambigai,cryptography,https://drive.google.com/open?id=1zkJqfHbSWIVSmO4sXKGQ8IICKB2Pge9Y,2017
724,STAT,Dr.K.V.Vijayashree,Applied Statistics,https://drive.google.com/open?id=1WjYt1zsSSUSu0JLu-s72uhe1EcG4u4_t,2017
725,STAT,Dr.K.V.Vijayashree,Applied Statistics,https://drive.google.com/open?id=10Z97QiH_z17QfNowTT0JlXkoEoKD-M7H,2017
727,CN,V.Kanakasabapathi,Computer Networks,https://drive.google.com/open?id=1jgcXvZCw3qsfQNnrnLduuXHAcuc_tLxn,2017
731,ALGO,Dr.G.Sethuraman,Design and Analysis of Algorithms,https://drive.google.com/open?id=1mLFS3O6VXSfJYqVIDQZCenF4ADIin2ES,2017
733,SE,K.Kamalakannan,Software Engineering,https://drive.google.com/open?id=1u_YOLLzhlhLt5v3Ryse4wAmBm8_Tjo9Q,2017
734,SE,K.Kamalakannan,Software Engineering,https://drive.google.com/open?id=1G5NVNv-4Gy_GbckuoPL-koejvDkvbw8H,2017
735,SE,K.Kamalakannan,Software Engineering,https://drive.google.com/open?id=1CWVFGxJcAWNGIjwAz0PX0Te_d4EkGnR7,2017
740,VP,G.Sumathi,Visual Prpgramming(elective 1),https://drive.google.com/open?id=1qyFObKGp-RUIRcWDT_qUaD7Sdi9VDOPK,2017
741,VP,G.Sumathi,Visual Prpgramming(elective 1),https://drive.google.com/open?id=1qvxmS1eNcAv5v6kbDQta0Nlfy7Fed96s,2017
743,CG,S.Kannan,Computer Graphics and Multimedia,https://drive.google.com/open?id=1AXYFhp5NReTuR7v9x0bmeg5cHUt97GUI,2017
706,CPP,N.Sivasankari,Object Oriented Programming in C++,https://drive.google.com/open?id=1ozGLc-4-m8Hyr6e5iXkgQ4Y6ynXrJmpo,2017
708,CGT,Dr.K.V.Vijayashree,Combinatorics and Graph Theory,https://drive.google.com/open?id=1kGHy_chWMR1HHeZpSW9StXV6k-fhXl0X,2017
709,CGT,Dr.K.V.Vijayashree,Combinatorics and Graph Theory,https://drive.google.com/open?id=1Rabro0mgkpdfK4jA-SBIqGjtVSAeJGqF,2017
712,CA,V.Kanakasabapathi,Computer Architecture,https://drive.google.com/open?id=1MsZrod3rrmSK254_Dy1TeJVAQ2tBPITd,2017
715,JAVA,K.Kamalakannan,Java and Internet Programming,https://drive.google.com/open?id=1WAg1SdaKM92tJYxvT9JBWR7RShYWi6LD,2017
717,OS,A.S.Aneetha,Operating Systems,https://drive.google.com/open?id=1IcXz5sDKyptGSShSpbRIyfygXUFdzHeK,2017
718,OS,A.S.Aneetha,Operating Systems,https://drive.google.com/open?id=1Hk5otgoHt-nS4OXvArHjp9Yhc7ew-5cp,2017
721,TOC,Dr.K.Sanka,Theory of Computation,https://drive.google.com/open?id=1hIzxQ3HHhb37JwYEqJQoPcUSdGZpEbg9,2017
723,CRYPTO,R.Logambigai,cryptography,https://drive.google.com/open?id=1CTijuSXPxcoQlIlV4uK3HBRCVBa5moMI,2017
726,STAT,Dr.K.V.Vijayashree,Applied Statistics,https://drive.google.com/open?id=11htqctiIE_CIwx5yLOcACWSydfQaZXX_,2017
728,CN,V.Kanakasabapathi,Computer Networks,https://drive.google.com/open?id=1UDTkQv49SZw5yBqY2Mlk73ruCrauJHXp,2017
729,CN,V.Kanakasabapathi,Computer Networks,https://drive.google.com/open?id=1PRHD-aJnFgdoyjyTOK7T2l5zCwC1wqcg,2017
730,ALGO,Dr.G.Sethuraman,Design and Analysis of Algorithms,https://drive.google.com/open?id=1ijyM-Rwy-gdpVilgfNFkyd1Yvl6qRaYn,2017
732,ALGO,Dr.G.Sethuraman,Design and Analysis of Algorithms,https://drive.google.com/open?id=1ZXRXSYHXWYxFUnXn-_WSy2HkUQlPYRYN,2017
736,DMW,V.Ponni,Data Mining and warehousing,https://drive.google.com/open?id=1nlXG2QPXzj6wdMiB3mHdCu_2OOt-OC_3,2017
737,DMW,V.Ponni,Data Mining and warehousing,https://drive.google.com/open?id=1lycfsWQJ46kF86wv_pE8PQvIo4kgioHP,2017
738,DMW,V.Ponni,Data Mining and warehousing,https://drive.google.com/open?id=1LnCflLKQm2ptze9TcwKTCLrfMSVFVHp4,2017
739,VP,G.Sumathi,Visual Prpgramming(elective 1),https://drive.google.com/open?id=1cEvXzgE9t8bEc5_J06GipjF6Qx7GqDzm,2017
742,PQT,-,"Probability, Queuing Theory and Reliability",https://drive.google.com/open?id=1Z9y79X1N5iwTJo5GlM66ffGJzaYmVPn3,2017
744,CG,S.Kannan,Computer Graphics and Multimedia,https://drive.google.com/open?id=1KTZPz3W32QDLOijkMdvCrbiOI8ZWGxLR,2017
745,OOAD,anbuselvan,Object Oriented Analysis and Design,https://drive.google.com/open?id=1Ax5hauw5FDBcP4-8k8aYHpWN9LkBM1pS,2017
746,NM,N.Sivasankari,Network Management,https://drive.google.com/open?id=17dX3f6mBobOwYYFPbMSrYjvpQRTwQJYJ,2017
747,EVS,-,Environmental Science and Engineering,https://drive.google.com/open?id=1Qzqqvc9f56mIZnfuVPdJweL9VyvPJQhc,2017
748,IPR,ramani,Intellectual Property Rights,https://drive.google.com/open?id=1Uo4FSKx2wJ0ic8asb9D9QFdg5QU5Fb_J,2017
749,Eng,Reena Sali,Communicative English,https://drive.google.com/open?id=1arrX2qu8UmaJr88fYJAd0Y9WJybnDLPf,2018
750,Eng,Reena Sali,Communicative English,https://drive.google.com/open?id=18AxCcLZYYAVYjTp5_i_noi4muoOuQZ_W,2018
753,M1,Dr.M.Chandrasekar,Mathematics – I,https://drive.google.com/open?id=1EZ01xbXIUJT_xT5gHw0PTYbcnZefCKpR,2018
756,AP,N.Karthikeyan,Applied Physics,https://drive.google.com/open?id=168VUidInr5XFLaPAVc53zJhipT_IDyBX,2018
759,Chem,Dr.M.J.Umapathy,Chemistry of Materials,https://drive.google.com/open?id=1Jf1OgUgI-PP7zDB_PdNih7zJUqhnAycW,2018
760,Chem,Dr.M.J.Umapathy,Chemistry of Materials,,2018
761,FOC,V.Kanakasabapathi,Fundamentals of Computing,https://drive.google.com/open?id=1nIZy1zwGNs0dw7kP75LHvDOCkzVq9Qhi,2018
762,FOC,V.Kanakasabapathi,Fundamentals of Computing,https://drive.google.com/open?id=1YI_w6tOgt09nLHZ0UO2f4XcCAjaoWbL2,2018
763,FOC,V.Kanakasabapathi,Fundamentals of Computing,,2018
765,DM,R.Sridevi,Discrete Mathematics,https://drive.google.com/open?id=1fp51Dse9mdZj7lMKWpU-cJ6bupXMPl4S,2018
767,DS,N.Sivasankari,Digital Systems,https://drive.google.com/open?id=10c5dhcm91zgkpkW2sdhKffaUxWPefVm7,2018
768,C,B.Tamilvanan,Programming in C,https://drive.google.com/open?id=1JCYXC8bO1kIXoHQ9FQ3hoRP13B2Gjv1A,2018
769,M3,Dr.P.Loganathan,Mathematics - III,https://drive.google.com/open?id=1F9rpQyCByZXjoakxU7r6k4J9qRHIyzFB,2018
772,MP,P.S.Karthika,Microprocessors and Applications,https://drive.google.com/open?id=1sFQtVQaTSmFBIwXIC4n_iu0n_VuNvhbN,2018
773,CPP,N.Sivasankari,Object Oriented Programming in C++,https://drive.google.com/open?id=1jp0AYEL3wPoMGYiAS6bSAUWxSzVeEE31,2018
752,M1,Dr.M.Chandrasekar,Mathematics – I,https://drive.google.com/open?id=1Vddin0IwtG4OLn8J5lW6zhu4v7bM6SDj,2018
754,M1,Dr.M.Chandrasekar,Mathematics – I,,2018
755,AP,N.Karthikeyan,Applied Physics,https://drive.google.com/open?id=1L3-XH9ErBNHoJL3eY_Htvr5kfvmlle7z,2018
757,AP,N.Karthikeyan,Applied Physics,,2018
758,Chem,Dr.M.J.Umapathy,Chemistry of Materials,https://drive.google.com/open?id=1gpfPkxqMmipNfvAlJ1U7cxwNVhiMej6f,2018
764,Tech Eng,Reena Sali,Technical Communication,https://drive.google.com/open?id=1UVxit3bLvXxuM32xjErfpK4FBiI9Mavx,2018
766,M2,Dr.S.Sadiq Basha,Mathematics – II,https://drive.google.com/open?id=1khbNZYZViaI_78lpdqDYWOH08kfoO3sG,2018
770,DS,R.Logambigai,Data Structures,https://drive.google.com/open?id=18QtUZXOBnVVj1OGkeLklS40RutbQtgz4,2018
771,DBMS,G.Sumathi,Database Management Systems,https://drive.google.com/open?id=1-N9gHgOUTp6BtaEMLFs_eSv3nZkZFMiY,2018
